VENUE,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,BL,PTS,SPREAD
Home,43,87,16,39,22,30,7,35,42,26,22,8,8,11,124,6
Road,35,76,8,22,31,35,6,37,43,19,21,8,14,7,109,5.5
Home,38,86,7,26,20,25,7,30,37,18,20,7,11,4,103,-5.5
Road,36,83,6,20,19,25,8,37,45,17,23,6,10,6,97,6.5
Home,36,84,5,21,18,26,8,34,42,16,18,10,10,7,95,-6.5
Road,38,85,7,24,25,33,6,30,36,20,18,7,12,6,108,-3
Home,38,84,6,25,24,28,10,35,45,10,25,9,13,8,106,3
Road,33,71,18,34,26,41,11,35,46,17,22,4,17,1,110,0
Home,45,90,10,29,21,22,6,32,38,35,27,8,5,7,121,0
Road,38,84,10,33,22,24,8,24,32,24,20,10,13,3,108,-1
Home,48,84,9,20,18,21,8,35,43,21,18,7,15,4,123,1
Road,35,77,7,22,23,30,6,38,44,12,19,13,13,6,100,-2.5
Home,35,85,7,22,15,20,12,36,48,18,18,7,19,2,92,2.5
Road,35,85,7,22,16,21,8,32,40,19,21,6,11,3,93,1
Home,35,76,10,26,23,31,7,36,43,28,15,7,14,6,103,-1
Road,44,84,6,17,18,24,10,32,42,24,21,8,15,4,112,-1
Home,38,86,7,19,28,32,13,31,44,20,23,7,15,4,111,1
Road,43,95,11,31,19,22,11,36,47,29,28,13,11,3,116,11
Home,40,82,15,38,17,34,13,34,47,29,21,9,18,6,112,-11
Road,36,77,10,31,27,38,6,24,30,28,18,8,17,5,109,0
Home,47,91,11,32,15,16,12,36,48,33,27,10,18,3,120,0
Road,40,83,11,23,18,25,6,34,40,23,25,7,10,6,109,-4
Home,35,80,13,35,23,26,4,29,33,20,25,3,15,4,106,4
Road,43,83,17,30,16,19,6,33,39,29,20,5,13,5,119,0
Home,43,94,8,27,20,26,12,29,41,18,16,6,6,5,114,0
Road,40,75,12,26,22,25,9,34,43,32,21,9,21,4,114,10
Home,42,91,7,28,18,23,15,22,37,26,22,11,19,4,109,-10
Road,39,92,10,34,11,19,13,32,45,16,22,6,8,4,99,5.5
Home,36,78,10,22,19,25,9,36,45,18,17,3,9,7,101,-5.5
Road,42,91,10,27,20,28,12,43,55,24,18,6,16,11,114,-1.5
Home,41,96,11,27,12,19,9,37,46,23,23,7,12,9,105,1.5
Road,39,82,11,28,24,27,5,36,41,23,19,7,12,14,113,-7.5
Home,38,92,7,23,20,21,12,31,43,26,18,6,14,6,103,7.5
Road,39,92,7,23,10,12,18,37,55,17,21,4,18,2,95,1.5
Home,39,83,6,26,19,24,7,29,36,19,12,10,7,7,103,-1.5
Road,37,94,11,30,13,14,14,37,51,16,17,5,13,9,98,10.5
Home,43,90,4,15,15,20,9,40,49,17,12,5,11,4,105,-10.5
Road,38,84,11,26,11,13,8,28,36,17,26,10,12,2,98,7
Home,37,72,9,22,26,36,7,36,43,13,17,7,16,2,109,-7
Road,42,81,10,18,15,17,6,38,44,21,22,7,18,4,109,4
Home,36,81,10,27,21,27,6,28,34,27,20,13,11,5,103,-4
Road,48,89,10,24,14,17,8,20,28,21,26,8,11,2,120,6.5
Home,44,86,9,23,30,35,19,27,46,29,15,5,12,6,127,-6.5
Road,36,84,4,14,12,13,10,38,48,13,24,5,12,2,88,13
Home,33,81,6,26,24,28,10,34,44,13,10,7,8,6,96,-13
Road,35,70,13,25,28,36,10,33,43,22,30,7,19,1,111,4
Home,38,78,10,28,29,33,7,22,29,19,24,14,10,4,115,-4
Road,43,87,16,33,14,16,4,33,37,23,15,9,10,2,116,15.5
Home,49,92,13,36,13,20,9,38,47,26,14,4,14,5,124,-15.5
Road,38,87,9,25,13,18,7,31,38,29,15,7,11,2,98,9
Home,50,89,16,34,12,15,7,40,47,39,17,8,10,5,128,-9
Road,31,80,7,23,17,24,12,31,43,19,22,6,19,7,86,4
Home,37,84,10,25,18,23,12,35,47,20,19,9,14,10,102,-4
Road,40,90,13,37,14,15,9,38,47,18,16,5,13,4,107,-1
Home,46,96,9,27,9,13,11,37,48,22,18,8,10,9,110,1
Road,42,81,12,31,27,28,6,35,41,25,29,10,23,4,123,-7.5
Home,42,78,10,25,24,32,3,26,29,29,25,14,22,6,118,7.5
Road,41,89,9,24,9,11,7,33,40,25,17,14,10,2,100,6
Home,33,78,3,13,19,25,9,34,43,19,12,7,21,9,88,-6
Road,33,85,12,28,25,29,12,32,44,20,13,10,12,4,103,-5.5
Home,48,93,13,30,10,14,14,39,53,29,20,8,14,6,119,5.5
Road,43,89,13,31,13,19,13,39,52,26,24,12,18,10,112,4
Home,30,83,9,31,17,25,8,33,41,18,16,9,19,8,86,-4
Road,37,77,9,26,26,33,10,32,42,24,19,6,11,5,109,0
Home,38,81,16,35,20,21,8,25,33,24,26,2,12,3,112,0
Road,41,79,11,27,16,26,8,30,38,27,23,6,9,5,109,6
Home,36,75,12,37,22,24,7,27,34,24,25,4,11,7,106,-6
Road,46,89,4,12,7,12,13,28,41,11,16,7,11,3,103,-2.5
Home,42,79,14,28,18,23,9,29,38,18,19,5,13,6,116,2.5
Road,37,89,14,41,24,30,9,35,44,26,23,6,13,7,112,0
Home,37,87,9,21,25,32,9,38,47,23,25,6,15,6,108,0
Road,36,82,12,28,14,22,8,24,32,24,18,7,14,2,98,12.5
Home,57,92,17,34,13,16,9,39,48,35,17,9,11,7,144,-12.5
Road,41,80,11,26,9,10,7,24,31,13,23,8,7,1,102,7.5
Home,29,62,10,25,27,29,4,27,31,19,18,3,13,4,95,-7.5
Road,39,80,8,25,37,42,9,39,48,17,25,7,14,3,123,-1
Home,41,91,6,21,24,32,11,32,43,20,36,9,10,3,112,1
Road,41,85,7,21,20,25,5,35,40,20,18,6,14,6,109,11
Home,47,93,9,20,26,32,13,36,49,27,21,8,11,8,129,-11
Road,51,128,18,51,19,23,15,48,63,32,39,9,12,11,139,8
Home,52,119,10,31,28,40,17,47,64,36,24,4,14,2,142,-8
Road,37,100,6,26,11,16,13,42,55,20,19,5,16,4,91,7
Home,41,92,8,29,17,22,8,43,51,22,16,9,10,6,107,-7
Road,34,83,11,39,22,25,11,30,41,21,24,7,15,6,101,-3
Home,47,87,5,21,21,26,7,35,42,28,21,9,10,7,120,3
Road,45,89,10,21,7,10,10,35,45,28,17,9,10,3,107,-1
Home,38,84,10,32,8,15,10,32,42,25,12,8,14,3,94,1
Road,42,79,10,23,20,26,6,30,36,25,28,6,12,6,114,9.5
Home,36,79,12,28,29,36,9,31,40,19,20,8,11,3,113,-9.5
Road,44,99,10,28,10,14,11,32,43,26,22,8,12,8,108,6.5
Home,45,89,8,14,23,28,10,39,49,29,11,8,10,5,121,-6.5
Road,39,87,12,34,15,16,6,35,41,20,19,6,6,5,105,13
Home,39,83,8,22,15,23,5,40,45,26,20,2,11,4,101,-13
Road,36,79,8,26,33,39,8,31,39,28,18,13,18,6,113,-9
Home,46,93,10,27,9,12,9,33,42,26,24,11,18,2,111,9
Road,41,74,13,29,24,29,9,24,33,31,28,7,20,3,119,0
Home,45,83,11,31,21,26,9,20,29,32,18,13,14,2,122,0
Road,37,87,4,26,18,22,15,38,53,16,23,7,16,4,96,9.5
Home,39,82,11,26,15,23,5,29,34,22,18,9,11,8,104,-9.5
Road,41,96,10,35,13,19,11,37,48,22,25,7,11,3,105,8
Home,40,91,12,29,19,26,9,41,50,29,20,3,11,11,111,-8
Road,43,97,3,27,20,29,12,39,51,18,23,6,7,7,109,6
Home,36,82,13,32,28,33,6,38,44,23,18,6,9,5,113,-6
Road,35,75,12,32,15,21,6,36,42,17,17,6,17,3,97,-5
Home,39,86,9,32,17,18,9,31,40,19,17,11,9,2,104,5
Road,39,80,16,28,21,24,10,34,44,25,27,13,17,2,115,-3
Home,31,74,5,19,29,39,13,29,42,11,19,8,17,8,96,3
Road,34,93,5,24,28,35,22,29,51,18,17,8,12,2,101,8
Home,49,88,7,22,12,15,9,37,46,27,25,4,12,4,117,-8
Road,40,94,12,30,14,19,13,34,47,17,16,11,11,7,106,8
Home,43,94,10,31,12,15,13,41,54,19,19,5,14,6,108,-8
Road,30,86,8,29,15,26,10,35,45,22,17,9,11,7,83,11.5
Home,38,85,14,45,15,22,11,49,60,28,24,4,14,4,105,-11.5
Road,30,85,7,28,27,32,12,38,50,21,30,12,20,7,94,9
Home,37,86,7,21,27,38,10,40,50,16,25,12,17,13,108,-9
Road,33,83,11,31,21,25,3,39,42,20,13,3,9,6,98,3
Home,42,93,11,31,20,23,11,40,51,23,18,8,8,2,115,-3
Road,41,99,15,27,19,23,20,31,51,26,18,12,11,5,116,-3
Home,47,89,12,26,14,18,10,34,44,25,16,7,15,10,120,3
Road,33,69,9,20,23,26,5,33,38,25,23,5,17,1,98,-2.5
Home,31,77,6,24,20,28,7,28,35,17,22,12,14,3,88,2.5
Road,41,94,7,21,8,10,12,26,38,26,19,7,13,3,97,7
Home,48,89,15,37,14,22,12,36,48,37,13,10,10,10,125,-7
Road,41,78,8,31,14,25,8,33,41,17,29,6,15,5,104,5.5
Home,36,87,12,36,25,30,12,27,39,24,21,6,9,2,109,-5.5
Road,35,99,6,27,19,31,21,37,58,23,18,16,13,7,95,-2
Home,37,88,5,25,11,16,12,37,49,17,24,4,20,7,90,2
Road,34,86,7,26,18,21,9,34,43,13,14,10,15,6,93,-2
Home,45,93,12,32,14,19,10,37,47,23,18,10,12,11,116,2
Road,41,82,5,21,11,14,3,32,35,21,15,6,14,5,98,5
Home,48,88,10,26,12,17,5,37,42,28,13,9,10,0,118,-5
Road,35,77,6,22,19,26,5,34,39,21,21,5,13,2,95,5.5
Home,40,86,10,26,23,28,15,36,51,22,19,10,11,4,113,-5.5
Road,45,92,14,30,15,20,11,35,46,28,24,6,8,4,119,-1.5
Home,32,80,9,25,26,35,11,34,45,25,17,7,17,2,99,1.5
Road,32,73,9,23,15,25,9,30,39,19,21,10,17,7,88,8.5
Home,36,78,11,29,21,27,11,35,46,22,23,11,15,2,104,-8.5
Road,44,85,5,19,31,38,8,38,46,20,28,9,10,8,124,-3
Home,39,96,7,20,29,35,17,27,44,21,27,5,12,3,114,3
Road,49,81,6,15,24,30,4,38,42,25,19,7,9,2,128,4
Home,38,100,10,37,14,17,11,26,37,17,23,6,9,4,100,-4
Road,39,88,9,31,24,26,6,39,45,33,14,4,10,3,111,14
Home,47,96,21,48,11,14,9,38,47,35,18,9,10,13,126,-14
Road,40,87,12,39,16,22,12,35,47,19,23,6,20,8,108,11
Home,44,96,12,33,16,21,12,33,45,27,19,11,10,6,116,-11
Road,44,85,8,30,17,23,8,48,56,26,20,8,20,5,113,9
Home,35,93,13,51,25,33,7,30,37,19,20,11,9,4,108,-9
Road,30,88,9,25,17,23,12,34,46,21,23,10,21,5,86,13.5
Home,38,89,6,21,20,27,14,45,59,26,20,13,19,9,102,-13.5
Road,52,99,14,34,15,18,15,31,46,38,26,10,11,2,133,-8
Home,40,80,10,25,30,39,9,28,37,24,18,7,15,7,120,8
Road,34,87,10,28,16,21,13,31,44,15,21,5,11,5,94,-4.5
Home,37,80,5,14,23,32,11,35,46,22,16,4,11,7,102,4.5
Road,37,86,8,20,24,31,12,37,49,20,19,11,14,10,106,-6.5
Home,32,86,11,28,22,23,9,35,44,20,22,7,19,4,97,6.5
Road,44,89,5,17,15,19,11,29,40,25,19,5,13,6,108,3.5
Home,44,98,11,26,17,22,18,32,50,24,14,7,10,4,116,-3.5
Road,48,100,8,25,13,18,14,39,53,30,23,7,14,7,117,7
Home,44,98,16,43,17,25,8,40,48,24,23,7,11,3,121,-7
Road,40,83,3,19,19,22,8,21,29,21,28,10,12,5,102,1.5
Home,38,80,13,26,25,33,16,31,47,21,21,7,20,3,114,-1.5
Road,37,94,14,38,19,26,15,37,52,24,23,9,12,3,107,11.5
Home,39,82,13,35,22,28,7,40,47,28,19,8,16,1,113,-11.5
Road,45,83,9,24,18,23,6,32,38,26,26,9,18,13,117,1.5
Home,40,89,9,28,32,44,18,30,48,31,13,8,14,5,121,-1.5
Road,32,77,12,29,29,35,6,33,39,11,21,7,11,3,105,4.5
Home,38,85,10,27,17,22,6,37,43,23,25,5,13,4,103,-4.5
Road,36,76,17,31,19,23,2,34,36,15,24,3,4,4,108,4.5
Home,40,88,9,30,15,20,12,32,44,16,19,3,9,4,104,-4.5
Road,37,84,5,17,12,22,9,33,42,18,16,4,15,6,91,7.5
Home,38,83,10,31,19,22,7,39,46,20,19,10,12,6,105,-7.5
Road,27,78,7,27,25,28,7,26,33,17,19,8,13,4,86,7.5
Home,41,78,10,28,21,27,10,38,48,28,20,8,15,2,113,-7.5
Road,31,75,6,17,16,20,8,35,43,18,13,2,21,6,84,4.5
Home,44,91,7,24,10,15,7,34,41,22,17,11,6,4,105,-4.5
Road,35,84,6,23,26,31,6,27,33,20,21,10,15,1,102,8
Home,48,82,12,22,17,23,10,39,49,28,24,6,21,5,125,-8
Road,41,84,16,40,13,18,12,37,49,20,19,3,15,0,111,-6
Home,39,86,12,31,14,28,13,29,42,23,20,9,10,7,104,6
Road,35,82,13,33,15,18,3,35,38,20,20,7,9,3,98,7.5
Home,38,81,13,33,16,24,11,40,51,16,18,5,13,4,105,-7.5
Road,52,82,7,17,26,35,9,35,44,29,25,9,16,11,137,1
Home,38,91,11,28,25,30,14,26,40,22,28,9,16,3,112,-1
Road,41,92,10,26,5,10,16,26,42,22,19,7,21,1,97,11.5
Home,45,79,10,21,21,26,7,31,38,29,15,13,14,8,121,-11.5
Road,32,77,10,28,33,39,13,29,42,17,25,7,9,3,107,-1
Home,35,84,10,26,19,24,16,30,46,22,27,4,12,3,99,1
Road,36,87,15,44,19,24,7,33,40,22,17,10,17,10,106,-12
Home,43,88,7,23,16,19,8,38,46,25,18,11,16,4,109,12
Road,40,87,5,19,18,20,8,37,45,21,18,8,11,4,103,-7
Home,32,76,13,34,18,21,7,35,42,19,19,8,21,7,95,7
Road,35,84,10,29,22,28,8,38,46,22,13,4,13,0,102,5.5
Home,37,88,16,52,17,20,9,36,45,24,21,9,11,3,107,-5.5
Road,35,87,10,28,19,21,11,33,44,15,22,6,12,4,99,4.5
Home,40,98,4,18,21,28,17,39,56,18,17,9,12,5,105,-4.5
Road,44,102,8,28,25,31,20,35,55,19,28,9,7,5,121,5
Home,37,82,7,21,26,33,6,34,40,16,24,4,16,4,107,-5
Road,49,92,19,38,23,28,12,34,46,31,26,7,20,2,140,0
Home,50,99,12,29,23,26,11,32,43,29,25,9,12,5,135,0
Road,34,88,7,28,15,21,20,41,61,17,21,6,16,11,90,4
Home,33,87,8,26,19,29,13,24,37,19,17,7,10,10,93,-4
Road,42,90,13,35,12,18,9,30,39,24,19,7,9,5,109,5
Home,41,84,10,24,26,29,11,36,47,20,23,6,9,1,118,-5
Road,49,80,10,26,12,18,9,35,44,31,23,9,12,7,120,1
Home,33,74,6,17,23,32,7,23,30,16,18,6,12,3,95,-1
Road,36,85,5,28,19,28,11,30,41,19,17,8,13,0,96,10
Home,46,99,5,22,16,17,19,41,60,22,19,8,12,4,113,-10
Road,40,93,5,27,21,25,9,40,49,26,23,7,16,10,106,4.5
Home,42,92,9,26,18,22,9,39,48,20,25,11,13,11,111,-4.5
Road,45,86,15,28,10,14,13,25,38,27,21,5,17,5,115,1.5
Home,43,80,5,11,22,28,8,26,34,25,15,13,10,1,113,-1.5
Road,34,79,8,26,11,17,3,26,29,25,18,8,10,3,87,2.5
Home,42,84,11,28,15,16,10,39,49,28,19,7,15,10,110,-2.5
Road,30,82,4,19,10,18,11,33,44,11,20,8,16,6,74,-2.5
Home,32,81,4,19,21,25,15,35,50,18,17,8,13,11,89,2.5
Road,43,81,6,19,20,31,8,27,35,21,17,10,8,3,112,2
Home,41,79,11,28,14,16,9,31,40,27,25,4,15,5,107,-2
Road,39,86,12,36,17,21,4,41,45,26,23,3,15,8,107,10.5
Home,40,102,7,26,24,29,12,39,51,19,17,6,7,7,111,-10.5
Road,42,88,6,25,14,20,10,37,47,28,23,7,16,4,104,11
Home,44,89,16,38,24,36,10,32,42,31,15,9,10,2,128,-11
Road,42,86,11,28,19,24,18,37,55,17,26,6,15,2,114,1
Home,37,75,12,28,27,32,2,28,30,16,22,6,7,6,113,-1
Road,39,74,11,22,22,25,6,42,48,24,22,2,15,6,111,-8
Home,34,84,13,34,22,29,7,28,35,23,19,8,5,2,103,8
Road,46,84,16,36,24,26,5,34,39,24,16,7,9,5,132,-2.5
Home,41,82,13,25,22,26,7,31,38,24,18,7,12,2,117,2.5
Road,40,97,9,25,25,33,17,37,54,21,26,9,12,5,114,-9.5
Home,38,91,9,33,25,36,15,40,55,20,24,6,16,5,110,9.5
Road,40,100,13,44,13,21,21,28,49,25,20,8,10,4,106,5
Home,47,93,8,27,15,18,12,36,48,31,18,6,10,4,117,-5
Road,37,86,6,23,22,26,7,34,41,21,21,7,21,3,102,8
Home,51,97,4,16,15,24,14,38,52,32,14,11,14,6,121,-8
Road,41,86,11,33,13,18,14,34,48,23,21,5,15,5,106,2
Home,33,71,6,15,16,28,5,28,33,18,18,10,12,4,88,-2
Road,29,87,5,23,28,34,18,28,46,13,27,12,15,5,91,10
Home,35,72,14,24,26,34,11,30,41,24,25,6,22,8,110,-10
Road,48,88,14,32,17,21,12,36,48,25,19,9,8,2,127,-4.5
Home,35,77,5,24,19,25,7,30,37,17,17,6,13,6,94,4.5
Road,42,79,11,28,14,20,10,26,36,19,22,6,13,3,109,-2.5
Home,39,80,7,19,27,30,11,25,36,22,20,8,8,3,112,2.5
Road,45,92,10,25,19,28,14,33,47,22,20,8,11,3,119,0
Home,46,92,8,27,15,18,12,29,41,25,22,9,11,5,115,0
Road,37,92,4,24,14,19,15,29,44,25,17,7,14,2,92,13.5
Home,48,85,15,28,12,13,5,40,45,37,17,9,12,5,123,-13.5
Road,29,73,10,32,24,27,7,32,39,18,19,8,17,2,92,-8.5
Home,42,84,10,25,14,15,4,36,40,24,18,11,14,1,108,8.5
Road,39,86,13,40,16,20,8,33,41,22,19,13,17,5,107,-4
Home,37,85,8,26,13,14,10,37,47,26,17,8,21,4,95,4
Road,40,95,11,28,21,27,13,32,45,25,19,13,15,5,112,5
Home,41,84,10,21,19,24,7,40,47,27,20,4,21,8,111,-5
Road,38,79,10,21,23,30,5,30,35,14,14,9,16,6,109,-1
Home,50,106,8,27,10,13,17,34,51,24,23,10,13,5,118,1
Road,39,85,13,29,14,17,11,32,43,26,26,8,21,3,105,-2
Home,44,87,5,20,19,25,6,32,38,21,19,12,11,3,112,2
Road,44,91,10,30,22,27,14,29,43,23,21,8,8,1,120,1.5
Home,39,77,9,26,24,31,10,31,41,23,23,4,15,6,111,-1.5
Road,41,92,7,23,19,21,13,33,46,16,21,11,14,7,108,-7
Home,35,81,8,20,21,28,15,33,48,19,18,4,22,5,99,7
Road,54,95,16,32,7,10,16,28,44,30,11,6,15,5,131,1.5
Home,52,93,16,38,3,5,10,23,33,36,14,10,10,5,123,-1.5
Road,41,82,9,19,12,15,11,41,52,27,18,4,18,5,103,-4.5
Home,39,92,5,17,9,13,7,28,35,22,15,8,10,3,92,4.5
Road,39,75,15,30,29,35,6,27,33,25,24,9,17,3,122,4
Home,40,76,8,28,26,31,4,30,34,27,29,11,20,5,114,-4
Road,39,77,15,33,29,38,5,29,34,31,26,14,12,13,122,-7
Home,34,87,9,26,30,37,18,29,47,20,28,6,18,4,107,7
Road,45,75,12,25,20,27,8,35,43,27,23,8,21,3,122,3.5
Home,38,82,6,27,24,32,12,22,34,22,21,11,13,0,106,-3.5
Road,45,92,4,21,13,15,10,32,42,29,22,3,11,5,107,5
Home,41,88,10,29,20,30,14,32,46,29,13,8,11,4,112,-5
Road,36,71,11,30,24,31,3,34,37,19,17,6,16,5,107,1
Home,38,80,18,36,14,21,8,31,39,27,27,12,18,2,108,-1
Road,37,86,5,19,18,22,12,29,41,20,16,7,11,5,97,-2.5
Home,48,95,8,19,11,13,13,30,43,25,18,4,8,8,115,2.5
Road,40,85,14,34,13,20,10,40,50,26,21,3,13,6,107,2.5
Home,37,86,13,37,15,20,8,32,40,24,20,6,7,4,102,-2.5
Road,35,73,17,31,29,37,8,29,37,28,18,7,6,6,116,6
Home,35,73,10,22,20,24,8,28,36,19,25,2,14,6,100,-6
Road,39,85,7,23,24,28,11,38,49,15,27,4,19,4,109,-4.5
Home,39,86,9,25,30,38,11,27,38,27,21,15,10,8,117,4.5
Road,39,97,12,37,19,22,17,28,45,23,22,8,12,4,109,12.5
Home,46,84,15,30,18,22,8,37,45,30,16,9,15,4,125,-12.5
Road,46,87,13,31,25,35,10,30,40,28,22,10,11,3,130,-7.5
Home,40,83,6,24,28,36,12,31,43,20,23,7,19,8,114,7.5
Road,37,94,8,22,20,26,12,30,42,20,28,8,19,4,102,13.5
Home,42,85,18,36,31,39,16,39,55,27,23,8,21,4,133,-13.5
Road,32,82,3,23,13,18,11,29,40,16,16,8,14,5,80,6
Home,45,91,17,35,5,6,12,39,51,32,17,10,14,3,112,-6
Road,42,71,13,30,15,23,3,34,37,20,24,6,16,4,112,5
Home,35,86,8,31,26,30,13,26,39,16,19,9,9,2,104,-5
Road,35,84,10,25,9,13,9,26,35,22,24,7,18,2,89,0
Home,44,81,6,24,23,26,10,36,46,27,14,11,14,4,117,0
Road,33,91,6,29,18,22,21,25,46,17,16,11,11,1,90,-7.5
Home,34,68,9,14,17,21,5,39,44,18,19,5,19,8,94,7.5
Road,36,84,8,31,22,29,11,30,41,12,18,8,7,5,102,6
Home,38,75,8,16,17,25,6,32,38,18,18,4,9,5,101,-6
Road,34,82,13,31,18,21,6,30,36,23,23,10,17,2,99,3.5
Home,35,78,11,31,24,27,8,38,46,23,18,11,19,5,105,-3.5
Road,41,86,12,33,11,17,9,42,51,24,21,9,18,5,105,9
Home,34,78,11,31,20,26,3,30,33,19,17,11,15,5,99,-9
Road,40,87,7,15,23,27,12,37,49,18,22,7,11,4,110,-2.5
Home,38,78,9,20,21,30,6,31,37,21,23,8,11,3,106,2.5
Road,39,77,9,22,25,27,5,36,41,25,16,7,12,1,112,-8.5
Home,38,82,12,37,15,18,6,26,32,23,24,8,12,0,103,8.5
Road,44,90,8,14,20,29,15,37,52,18,22,9,14,3,116,8.5
Home,39,83,6,22,23,27,6,31,37,14,25,7,14,7,107,-8.5
Road,34,96,7,34,23,30,20,27,47,16,22,10,15,3,98,5
Home,42,73,13,21,23,28,6,34,40,27,24,4,22,9,120,-5
Road,34,78,7,21,14,19,12,32,44,17,18,4,17,1,89,3.5
Home,40,79,6,21,16,16,5,28,33,26,17,9,11,2,102,-3.5
Road,40,81,16,34,15,18,7,34,41,28,25,5,12,3,111,-1.5
Home,35,77,9,27,19,25,4,33,37,21,16,7,12,2,98,1.5
Road,45,92,8,32,12,13,4,23,27,25,13,12,9,6,110,-11
Home,48,88,24,40,12,16,14,38,52,34,14,6,22,2,132,11
Road,36,81,9,25,7,11,6,43,49,16,19,7,13,7,88,7
Home,28,87,4,23,12,18,12,37,49,14,11,5,10,4,72,-7
Road,37,78,8,28,28,35,5,32,37,19,23,8,16,5,110,2.5
Home,40,93,8,23,20,24,13,30,43,14,25,7,18,3,108,-2.5
Road,32,83,8,28,37,48,7,45,52,20,23,9,9,12,109,2.5
Home,37,103,16,42,14,25,22,44,66,22,34,4,14,4,104,-2.5
Road,35,77,5,20,19,24,8,26,34,15,26,9,16,1,94,-5
Home,35,73,7,17,28,35,7,30,37,22,23,8,17,5,105,5
Road,44,86,13,39,15,22,9,34,43,27,18,3,10,4,116,-3.5
Home,42,86,9,23,15,19,8,33,41,27,18,6,9,2,108,3.5
Road,36,73,7,24,18,25,8,31,39,23,12,9,17,3,97,0
Home,38,83,12,29,8,15,13,29,42,22,21,10,17,3,96,0
Road,42,89,8,31,15,19,11,39,50,25,16,12,12,8,107,-10.5
Home,30,76,4,18,15,19,5,28,33,15,19,5,17,5,79,10.5
Road,40,86,12,24,12,14,13,30,43,30,17,2,11,1,104,6.5
Home,39,82,18,39,17,19,9,31,40,23,19,6,8,2,113,-6.5
Road,44,93,8,31,12,18,12,35,47,23,23,16,22,5,108,9.5
Home,38,80,13,28,27,36,6,33,39,21,18,13,22,4,116,-9.5
Road,32,76,13,38,8,9,5,39,44,21,18,9,17,6,85,6.5
Home,32,84,12,32,14,19,8,38,46,19,13,8,14,4,90,-6.5
Road,50,88,7,15,22,32,7,32,39,27,19,16,10,3,129,-5.5
Home,46,88,14,36,19,23,9,33,42,30,21,7,17,8,125,5.5
Road,35,91,10,36,11,11,5,33,38,22,21,10,6,2,91,4.5
Home,36,83,6,20,20,22,11,46,57,15,16,2,15,4,98,-4.5
Road,37,75,8,18,13,22,4,34,38,18,23,10,12,5,95,8.5
Home,33,89,6,33,19,25,13,35,48,22,19,8,15,3,91,-8.5
Road,44,84,13,35,16,24,12,34,46,27,20,3,11,7,117,9
Home,36,87,13,40,24,31,15,26,41,22,23,6,8,1,109,-9
Road,41,86,6,18,24,28,9,36,45,20,15,12,7,4,112,5.5
Home,38,94,11,34,12,18,14,35,49,25,19,4,14,6,99,-5.5
Road,32,79,9,22,15,20,9,32,41,14,21,9,16,3,88,7
Home,42,81,11,22,16,23,9,37,46,19,17,9,14,5,111,-7
Road,35,93,9,26,22,28,7,29,36,16,27,9,12,3,101,3
Home,49,88,10,24,29,34,12,47,59,32,20,7,15,10,137,-3
Road,41,86,11,21,12,14,6,33,39,19,21,8,15,12,105,7.5
Home,41,88,12,23,22,31,12,36,48,21,13,10,12,4,116,-7.5
Road,32,79,7,26,13,19,10,35,45,20,13,5,20,1,84,3
Home,37,79,14,37,11,12,5,35,40,24,17,18,16,3,99,-3
Road,33,89,7,24,13,17,12,38,50,23,17,4,18,6,86,17
Home,41,84,13,36,14,21,6,40,46,32,16,10,8,10,109,-17
Road,43,83,15,29,10,15,8,31,39,23,19,5,10,3,111,-1.5
Home,40,81,4,18,14,18,5,30,35,21,12,7,10,1,98,1.5
Road,36,77,14,37,17,20,4,27,31,24,18,2,7,4,103,-1.5
Home,38,90,6,25,22,22,15,36,51,23,13,2,7,6,104,1.5
Road,41,81,9,19,21,27,9,36,45,20,25,8,19,7,112,-2
Home,34,86,7,22,28,39,13,27,40,18,21,8,14,4,103,2
Road,38,92,7,30,25,26,5,45,50,19,15,5,7,7,108,4.5
Home,44,107,15,37,11,12,10,47,57,29,17,5,8,2,114,-4.5
Road,45,91,20,51,19,24,12,36,48,28,25,12,16,5,129,-2.5
Home,36,86,6,31,21,26,12,33,45,24,21,10,20,8,99,2.5
Road,42,100,8,26,12,17,15,34,49,24,19,4,12,7,104,10.5
Home,46,87,15,38,12,15,8,37,45,29,16,5,12,10,119,-10.5
Road,38,93,11,28,26,37,10,28,38,23,16,11,14,0,113,13.5
Home,43,81,13,26,24,26,10,43,53,31,27,11,21,11,123,-13.5
Road,39,88,12,35,10,14,9,33,42,23,18,10,15,2,100,-6
Home,46,88,7,14,17,19,9,38,47,26,16,7,14,4,116,6
Road,38,90,5,24,31,40,12,31,43,19,25,8,16,5,112,-8
Home,43,87,10,29,24,30,8,40,48,28,26,9,15,7,120,8
Road,35,84,9,27,13,23,12,27,39,20,15,11,11,5,92,-1
Home,40,78,11,26,11,11,8,42,50,23,19,8,16,7,102,1
Road,33,78,12,38,19,22,7,29,36,19,21,4,11,3,97,2.5
Home,40,81,5,15,22,29,10,31,41,15,21,7,9,5,107,-2.5
Road,49,93,8,24,15,25,8,35,43,27,23,8,19,6,121,6.5
Home,46,98,12,26,24,31,11,35,46,31,21,15,12,4,128,-6.5
Road,37,74,8,23,27,30,10,32,42,23,26,8,14,5,109,-2
Home,32,74,7,18,24,29,10,25,35,15,27,5,15,2,95,2
Road,40,101,7,35,6,14,15,36,51,23,19,15,13,8,93,10.5
